min Inj Time,max Inj Time,DTD %,Career Ending Possible Bool,While Pitching/Throwing Bool,While Running/Sliding Bool,Collision Bool,HBP/Fight Bool,Illness Bool,Body Part Code,Diagnosis,descriptive phrase,frequency (1 = rare .. 5 = common),New body part,Chance of re-injury (0 = none. 1 = sometimes. 2 = often),Nagging (0 or 1),Requires surgery (0 = no. 1 = sometimes. 2 = yes),Influence on hitting (0 .. 3),Influence on running (0 .. 3),Influence on throwing  (0 .. 3)
120,270,0,0,0,1,1,1,0,1,膝蓋骨折,膝蓋骨折,3,2,0,0,1,0,3,0,,
3,5,0,0,0,0,1,1,0,4,鼻骨骨折,鼻骨骨折,1,11,0,0,0,1,1,1,,
4,8,25,0,0,0,0,0,1,4,支氣管炎,支氣管炎,1,0,0,0,0,1,2,1,,
8,16,25,0,0,0,1,0,0,3,鎖骨瘀傷,鎖骨瘀傷,2,5,0,0,0,2,1,2,,
6,16,25,0,0,0,1,0,0,3,肺瘀傷,肺瘀傷,1,5,0,0,0,1,2,1,,
80,140,0,0,0,0,0,0,1,4,伯格氏病,伯格氏病,1,7,0,1,0,0,0,3,,
18,25,0,0,1,1,0,0,0,2,小腿拉傷,小腿肌肉拉傷,5,3,1,1,0,0,2,0,,
15,35,0,0,1,1,1,0,0,3,慢性背痛,慢性背痛,2,6,2,1,0,2,2,0,,
75,75,0,0,0,0,0,0,1,4,結腸炎,結腸炎,1,0,0,0,0,1,1,1,,
3,21,0,0,1,0,0,0,0,1,手臂無力,手臂無力,4,10,1,0,0,0,0,3,,
75,95,0,0,0,1,1,0,0,1,肩膀脫臼,肩膀脫臼,3,9,0,0,0,1,0,3,,
5,5,0,0,0,0,0,0,1,4,憩室炎,憩室炎,1,0,0,0,0,1,1,1,,
5,12,25,0,0,1,1,1,0,1,肘部挫傷,肘部挫傷,3,8,1,0,0,0,0,2,,
7,95,0,0,1,0,0,0,0,1,肘部炎症,肘部炎症,5,8,1,1,0,0,0,3,,
270,455,0,1,1,0,0,0,0,1,肘部韌帶重建手術,肘部韌帶損傷,3,8,1,0,2,0,0,3,,
10,90,25,0,1,0,0,0,0,1,肘部拉傷,肘部拉傷,4,8,1,1,0,2,0,2,,
15,75,0,0,1,0,0,0,0,1,肘部腱炎,肘部腱炎,4,8,1,1,0,0,0,2,,
18,18,0,0,0,0,0,0,1,4,食管痙攣,食管痙攣,1,0,0,0,0,1,1,1,,
5,5,0,0,0,0,0,0,1,4,眼部感染,眼部感染,1,0,0,0,0,2,0,0,,
4,4,0,0,0,0,0,0,1,4,發燒,發燒,2,0,0,0,0,1,1,1,,
15,15,0,0,1,0,0,0,0,1,手指脫臼,手指脫臼,1,7,0,0,0,1,0,2,,
15,15,0,0,0,0,0,0,1,1,手指感染,手指感染,2,7,0,1,0,1,0,2,,
27,30,0,0,1,0,0,0,0,1,屈肌-旋前肌拉傷（肘部）,屈肌-旋前肌拉傷,2,8,0,0,0,0,0,2,,
1,3,0,0,0,0,0,0,1,4,食物中毒,食物中毒,3,10,0,0,0,1,1,1,,
7,15,0,0,0,1,1,1,0,2,足部挫傷,足部挫傷,2,1,0,0,0,0,2,0,,
15,120,0,0,1,0,0,0,0,1,前臂炎症,前臂炎症,2,10,0,1,0,1,0,2,,
4,9,0,0,1,0,0,0,0,1,前臂僵硬,前臂僵硬,4,10,0,1,0,1,0,2,,
7,27,0,0,1,0,0,0,0,1,前臂腱炎,前臂腱炎,3,10,1,1,0,1,0,2,,
90,140,0,0,0,1,1,0,0,2,腳踝骨折,腳踝骨折,3,1,0,0,1,0,3,2,,
32,56,0,0,0,0,1,1,0,4,顴骨骨折,顴骨骨折,1,11,0,0,1,3,0,0,,
150,178,0,0,1,0,0,0,0,1,喙突骨折（肩膀）,肩膀的喙突骨折,1,9,0,0,1,1,0,3,,
120,255,0,0,1,0,1,0,0,1,肘部骨折,肘部骨折,1,8,1,0,1,0,0,3,,
180,365,0,1,0,0,0,1,0,4,眼窩骨折,眼窩骨折,1,11,0,0,1,3,0,0,,
80,110,0,0,0,1,1,0,0,2,腓骨骨折,腓骨骨折,3,3,0,0,1,0,3,0,,
28,90,0,0,0,1,1,1,0,1,手指骨折,手指骨折,4,7,0,0,1,2,0,2,,
17,35,0,0,0,1,1,1,0,2,腳骨折,腳骨折,3,1,0,0,1,0,3,0,,
30,80,0,0,0,1,1,1,0,1,手骨折,手骨折,3,7,0,0,1,2,0,3,,
165,210,0,0,0,0,1,0,0,2,髖部骨折,髖部骨折,1,4,0,0,1,0,3,0,,
30,32,0,0,0,0,1,1,0,4,下顎骨折,下顎骨折,1,11,0,0,1,2,0,0,,
140,190,0,0,0,1,0,0,0,2,膝蓋骨折,膝蓋骨折,3,2,0,0,1,0,3,0,,
20,45,0,0,0,1,1,0,0,3,肋骨骨折,肋骨骨折,3,5,0,0,1,2,2,2,,
28,35,0,0,1,0,1,0,0,1,肩胛骨骨折,肩胛骨骨折,2,9,0,0,1,2,0,2,,
175,210,0,1,0,0,1,0,0,4,頭骨骨折,頭骨骨折,1,11,0,0,1,3,0,0,,
23,56,0,0,0,1,1,1,0,1,拇指骨折,拇指骨折,3,7,0,0,1,2,0,3,,
40,45,0,0,0,1,1,0,0,2,脛骨骨折,脛骨骨折,2,3,0,0,1,0,3,0,,
31,42,0,0,0,0,0,1,0,1,尺骨骨折（手臂）,尺骨骨折,1,10,0,0,1,2,0,3,,
30,75,0,0,0,0,1,1,0,1,手腕骨折,手腕骨折,3,7,0,0,1,2,0,2,,
17,19,0,0,0,0,0,0,1,4,胃腸炎,胃腸炎,1,10,0,0,0,1,1,1,,
10,22,30,0,0,1,0,0,0,2,臀肌拉傷,臀肌拉傷,1,3,0,0,0,0,2,0,,
1,7,0,0,0,0,0,0,1,2,痛風,痛風,1,3,0,1,0,0,2,0,,
1,7,15,0,1,1,0,0,0,2,腿筋酸痛,腿筋酸痛,5,3,0,1,0,1,2,0,,
15,90,0,0,1,1,1,0,0,2,腿筋拉傷,腿筋拉傷,5,3,0,1,0,0,2,0,,
3,24,0,0,0,1,0,0,0,2,腿筋腱炎,腿筋腱炎,4,3,0,1,0,0,2,0,,
3,8,0,0,0,1,1,1,0,1,手部挫傷,手部挫傷,3,7,0,0,0,0,0,2,,
3,4,0,0,0,0,0,0,1,3,心悸,心悸,1,5,0,0,0,1,1,1,,
21,56,0,0,0,1,1,0,0,2,踝關節扭傷,踝關節扭傷,3,1,0,1,0,0,3,1,,
30,150,0,0,0,1,0,0,0,2,髖部嚴重拉傷,髖部肌肉嚴重拉傷,4,3,0,1,0,0,3,0,,
3,8,45,0,0,1,0,0,0,2,踝關節過度伸展,踝關節過度伸展,2,1,1,1,0,1,2,1,,
4,8,45,0,0,1,0,0,0,2,膝蓋過度伸展,膝蓋過度伸展,3,2,1,1,0,1,2,1,,
20,21,0,0,0,0,1,0,0,4,頸椎小關節炎症,頸椎小關節炎症,1,6,1,0,0,2,0,0,,
4,8,35,0,0,0,0,0,1,4,內耳感染,內耳感染,1,10,0,0,0,1,2,0,,
2,39,0,0,0,1,1,0,0,3,肋間肌拉傷,肋間肌拉傷,4,5,0,0,0,1,1,1,,
70,74,0,0,0,0,0,0,1,4,腸病毒,腸病毒,2,10,0,0,0,2,2,2,,
4,4,0,0,0,0,0,0,1,3,腎結石,腎結石,1,10,0,0,0,1,1,1,,
14,15,0,0,0,0,1,0,0,1,手指撕裂,手指撕裂,1,7,0,0,0,0,0,3,,
5,41,0,0,0,1,0,0,0,3,背闊肌拉傷（背部）,背闊肌拉傷,3,6,1,0,0,2,2,0,,
245,254,0,0,0,0,1,0,0,2,微骨折手術（膝蓋）,膝蓋手術,2,2,1,0,2,0,3,0,,
5,60,0,0,1,1,1,0,0,3,斜肌拉傷,斜肌拉傷,5,5,0,1,0,1,2,0,,
36,120,0,0,1,0,1,0,0,1,部分撕裂的盂唇,部分撕裂的盂唇,5,9,1,0,1,0,0,3,,
255,350,0,1,1,0,0,0,0,1,部分撕裂的尺側副韌帶,部分撕裂的尺側副韌帶,5,8,1,0,2,0,0,3,,
180,240,0,1,1,0,0,0,0,1,部分撕裂的尺側副韌帶（肘部）,部分撕裂的尺側副韌帶,4,8,1,0,1,0,0,3,,
7,15,0,0,0,1,0,0,0,2,髕腱炎,髕腱炎,3,2,2,0,0,0,2,0,,
16,32,0,0,0,0,1,0,0,3,頸部神經受壓,頸部神經受壓,1,6,1,0,0,2,0,1,,
15,45,0,0,0,1,0,0,0,2,足底筋膜炎,足底筋膜炎,3,1,1,0,0,0,3,0,,
5,5,30,0,0,0,0,0,1,3,肋膜炎,肋膜炎,1,5,0,0,0,0,2,0,,
37,365,0,1,0,0,1,0,0,4,腦震盪後綜合症,腦震盪,3,11,2,1,0,2,2,2,,
29,31,0,0,0,1,0,0,0,2,後十字韌帶拉傷（膝蓋）,膝蓋的後十字韌帶拉傷,3,2,1,0,0,0,2,0,,
1,3,0,0,0,0,1,1,0,4,預防性原因（頭部受傷）,頭部受傷,2,10,0,0,0,1,1,1,,
120,270,0,0,1,0,0,0,0,1,?神經減壓手術,?神經受壓,2,8,0,0,2,0,0,3,,
30,61,0,0,1,1,1,0,0,3,反覆背部痙攣,背部痙攣,3,6,2,1,0,2,2,1,,
65,95,0,0,1,0,0,0,0,1,旋轉袖炎症,旋轉袖炎症,4,9,1,1,0,0,0,2,,
15,60,0,0,1,0,0,0,0,1,旋轉袖拉傷,旋轉袖拉傷,4,9,1,1,0,0,0,2,,
18,25,0,0,1,0,0,0,0,1,旋轉袖腱炎,旋轉袖腱炎,4,9,1,1,0,0,0,2,,
60,255,0,0,0,1,0,0,0,2,跟腱斷裂,跟腱斷裂,2,2,1,0,1,0,3,0,,
180,200,0,0,1,0,0,0,0,1,肱二頭肌腱斷裂,肱二頭肌腱斷裂,1,10,0,0,2,0,0,3,,
180,270,0,0,1,0,1,0,0,3,椎間盤破裂（背部）,椎間盤破裂,1,6,2,0,2,2,2,1,,
180,360,0,0,0,1,0,0,0,2,內側副韌帶斷裂,內側副韌帶斷裂,2,2,1,0,2,0,3,0,,
90,130,0,0,1,0,1,0,0,1,手指腱斷裂,手指腱斷裂,3,7,0,0,1,0,0,3,,
140,160,0,0,0,1,1,0,0,2,腳腱斷裂,腳腱斷裂,2,1,0,0,2,0,3,0,,
160,180,0,0,1,0,0,0,0,1,肱三頭肌腱斷裂,肱三頭肌腱斷裂,1,10,0,0,2,0,0,3,,
270,455,0,1,1,0,0,0,0,1,尺側副韌帶斷裂,尺側副韌帶斷裂,2,8,1,0,2,0,0,3,,
18,56,0,0,0,0,1,0,0,1,肩膀分離,肩膀分離,4,9,0,0,0,0,0,3,,
26,50,0,0,1,0,0,0,0,1,肩膀滑囊炎,肩膀滑囊炎,2,9,0,0,0,0,0,3,,
130,150,0,0,1,0,0,0,0,1,肩膀撞擊,肩膀酸痛,2,9,0,0,1,0,0,3,,
16,240,0,0,1,0,0,0,0,1,肩膀炎症,肩膀炎症,5,9,0,0,1,0,0,3,,
7,9,30,0,1,0,1,0,0,1,肩膀半脫臼,肩膀半脫臼,3,9,0,0,0,0,0,2,,
55,65,0,0,1,0,0,0,0,1,肩膀手術（疤痕組織）,肩膀酸痛,3,9,0,0,1,0,0,3,,
40,90,0,0,0,1,0,0,0,2,運動性疝氣,運動性疝氣,2,4,0,0,0,2,3,0,,
78,82,0,0,1,0,0,0,0,1,肩鎖關節扭傷,肩膀的肩鎖關節扭傷,2,9,1,1,0,0,0,2,,
26,30,0,0,1,0,0,0,0,1,尺側副韌帶扭傷（肘部）,尺側副韌帶扭傷,2,8,1,1,0,0,0,2,,
7,55,25,0,1,1,0,0,0,3,腹部肌肉拉傷,腹部肌肉拉傷,3,5,1,1,0,1,1,1,,
7,20,25,0,0,1,0,0,0,2,跟腱拉傷,跟腱拉傷,3,2,1,1,0,0,2,0,,
30,90,35,0,0,1,0,0,0,2,前十字韌帶拉傷,前十字韌帶拉傷,3,2,1,1,0,0,2,0,,
20,21,25,0,0,1,0,0,0,2,足部拉傷,足部拉傷,1,1,0,1,0,0,2,0,,
7,95,25,0,1,0,0,0,0,1,前臂拉傷,前臂拉傷,4,10,0,1,0,1,0,2,,
15,68,25,0,0,1,0,0,0,2,腹股溝肌肉拉傷,腹股溝肌肉拉傷,5,3,1,1,0,1,2,0,,
15,89,25,0,1,1,1,0,0,2,腿筋拉傷,腿筋拉傷,5,3,1,1,0,0,2,0,,
30,80,25,0,0,1,0,0,0,2,內側副韌帶拉傷,內側副韌帶拉傷,3,2,1,1,0,0,2,0,,
7,60,25,0,1,1,1,0,0,3,斜肌拉傷,斜肌拉傷,5,5,0,1,0,1,1,1,,
22,60,25,0,1,0,0,0,0,1,肩膀拉傷,肩膀拉傷,5,9,0,1,0,0,0,2,,
3,6,25,0,0,0,0,0,1,4,鏈球菌性咽喉炎,鏈球菌性咽喉炎,1,11,0,0,0,1,1,1,,
120,240,0,0,1,0,0,0,0,1,肘部骨片切除手術,肘部骨片,3,8,0,0,2,0,0,3,,
120,150,0,0,1,0,0,0,0,1,肘部骨刺切除手術,肘部骨刺,2,8,0,0,2,0,0,3,,
115,155,0,0,0,0,0,0,1,3,胸廓出口綜合症,胸廓出口綜合症,1,5,0,0,1,1,0,3,,
30,120,0,0,0,1,0,0,0,3,腹部肌肉撕裂,腹部肌肉撕裂,3,5,1,0,1,0,3,0,,
30,120,0,0,0,1,1,0,0,2,腳踝韌帶撕裂,腳踝韌帶撕裂,2,1,1,0,1,0,3,3,,
177,285,0,0,0,1,0,0,0,2,前十字韌帶撕裂,前十字韌帶撕裂,3,2,1,0,2,0,3,0,,
120,155,0,0,1,1,1,0,0,3,背部肌肉撕裂,背部肌肉撕裂,3,6,1,0,1,0,3,0,,
60,90,0,0,1,0,0,0,0,1,肱二頭肌撕裂,肱二頭肌撕裂,2,10,0,0,1,0,0,3,,
90,140,0,0,0,1,0,0,0,2,小腿肌肉撕裂,小腿肌肉撕裂,3,3,1,0,1,0,3,0,,
255,350,0,0,1,0,0,0,0,1,肘部韌帶撕裂,肘部韌帶拉傷,5,8,1,0,2,0,0,3,,
180,435,0,0,1,0,0,0,0,1,肘部屈肌腱撕裂,肘部屈肌腱撕裂,4,8,1,0,2,0,0,3,,
40,100,0,0,0,1,0,0,0,2,腹股溝撕裂,腹股溝肌肉撕裂,3,3,1,0,1,0,3,0,,
20,95,0,0,0,1,0,0,0,2,腿筋撕裂,腿筋撕裂,4,3,1,0,1,0,3,0,,
36,40,0,0,0,1,0,0,0,2,髖屈肌腱撕裂,髖屈肌腱撕裂,2,4,1,0,1,0,3,0,,
120,360,0,1,1,0,1,0,0,1,盂唇撕裂（肩膀）,盂唇撕裂,4,9,1,0,1,0,0,3,,
69,69,0,0,0,1,0,0,0,2,足底筋膜腱撕裂,足底筋膜腱撕裂,1,2,1,0,1,0,3,0,,
180,360,0,0,0,1,0,0,0,2,後十字韌帶撕裂（膝蓋）,後十字韌帶撕裂,3,2,1,0,1,0,3,0,,
23,74,0,0,0,1,0,0,0,2,股四頭肌撕裂,股四頭肌撕裂,4,3,1,0,1,0,3,0,,
75,90,0,0,0,0,1,0,0,3,肋骨肌肉撕裂,肋骨肌肉撕裂,3,5,1,0,1,1,0,3,,
120,450,0,1,1,0,0,0,0,1,旋轉袖撕裂,旋轉袖撕裂,3,9,1,0,1,0,0,3,,
105,115,0,0,0,1,0,0,0,2,大腿肌肉撕裂,大腿肌肉撕裂,2,3,1,0,1,0,3,0,,
12,90,0,0,0,0,1,0,0,1,拇指韌帶撕裂,拇指的韌帶撕裂,4,7,1,0,1,0,0,3,,
60,120,0,0,1,0,0,0,0,1,肱三頭肌撕裂,肱三頭肌撕裂,2,10,0,0,2,0,0,3,,
270,455,0,1,1,0,0,0,0,1,尺側副韌帶撕裂,尺側副韌帶撕裂,5,8,1,0,2,0,0,3,,
43,60,25,0,1,0,0,0,0,1,肱三頭肌拉傷,肱三頭肌拉傷,2,10,0,0,0,0,0,2,,
48,50,0,0,1,0,0,0,0,1,肱三頭肌腱炎,肱三頭肌腱炎,3,10,1,0,0,0,0,3,,
70,150,0,0,1,0,0,0,0,1,尺神經受壓,尺神經受壓,1,8,0,0,1,1,0,3,,
0,0,0,0,0,0,0,0,0,0,未公開的傷病,未公開的傷病,3,0,0,0,0,1,1,1,,
1,3,2,0,0,0,0,0,1,4,感冒,感冒,5,0,0,0,0,1,1,1,,
1,3,5,0,0,0,1,1,0,1,手指扭傷,手指扭傷,2,7,0,0,0,0,0,1,,
3,3,5,0,0,0,1,1,0,4,耳朵腫脹,耳朵腫脹,1,11,0,0,0,1,0,0,,
1,5,7,0,0,1,1,1,0,2,腳踝瘀傷,腳踝瘀傷,3,1,0,0,0,0,1,1,,
3,3,7,0,0,1,0,0,0,2,腳跟瘀傷,腳跟瘀傷,2,1,0,0,0,0,1,0,,
3,72,7,0,1,1,1,0,0,2,踝關節扭傷,踝關節扭傷,5,1,0,1,0,0,2,2,,
3,6,7,0,0,1,0,0,0,2,大腿肌肉拉傷,大腿肌肉拉傷,3,3,1,1,0,0,1,0,,
4,30,8,0,0,1,1,0,0,3,肋骨肌肉拉傷,肋骨肌肉拉傷,4,5,1,1,0,1,1,0,,
2,10,10,0,0,1,1,1,0,1,拇指挫傷,拇指挫傷,2,7,0,0,0,1,0,1,,
3,10,10,0,0,1,1,1,0,2,腳挫傷,腳挫傷,2,1,0,0,0,0,1,0,,
3,15,10,0,0,0,1,0,0,3,脖子瘀傷,脖子瘀傷,1,11,0,0,0,1,0,0,,
3,7,10,0,0,0,1,0,0,3,肋骨瘀傷,肋骨瘀傷,3,5,0,0,0,1,1,0,,
2,7,10,0,0,1,0,0,0,2,小腿酸痛,小腿肌肉酸痛,5,3,0,1,0,0,1,0,,
1,1,10,0,0,0,1,0,0,4,牙齒破損,牙齒破損,1,11,0,0,0,1,1,1,,
1,3,10,0,0,1,0,0,1,4,脫水,脫水,1,0,0,0,0,0,1,1,,
1,5,10,0,0,0,1,1,0,1,手指脫臼,手指脫臼,1,7,0,0,0,0,0,1,,
1,14,10,0,1,0,0,0,0,1,手指起泡,手指起泡,4,7,1,1,0,0,0,2,,
3,10,10,0,1,0,0,0,0,1,前臂酸痛,前臂酸痛,3,10,0,1,0,0,0,1,,
2,32,10,0,0,1,0,0,0,2,膝蓋腱炎,膝蓋腱炎,4,2,2,0,0,0,2,0,,
3,18,10,0,0,0,1,0,0,1,手割傷,手割傷,1,7,0,0,0,1,0,1,,
1,7,10,0,1,1,0,0,0,2,輕微的小腿拉傷,輕微的小腿拉傷,5,3,0,1,0,0,1,0,,
3,48,10,0,0,1,0,0,0,2,股四頭肌拉傷,股四頭肌拉傷,4,3,0,1,0,0,1,0,,
2,3,10,0,0,1,0,0,0,2,脛骨疼痛,脛骨疼痛,1,3,0,0,0,0,1,0,,
1,9,10,0,0,1,0,0,0,2,膝蓋酸痛,膝蓋酸痛,4,2,0,1,0,0,1,0,,
4,10,10,0,1,0,0,0,0,1,肩膀酸痛,肩膀酸痛,3,9,0,1,0,0,0,1,,
3,15,15,0,0,1,1,1,0,2,膝蓋挫傷,膝蓋挫傷,4,2,0,0,0,0,2,0,,
3,19,15,0,0,1,0,0,0,2,膝蓋炎症,膝蓋炎症,4,2,2,1,0,0,2,0,,
1,9,15,0,0,1,0,0,0,2,膝蓋酸痛,膝蓋酸痛,5,2,2,1,0,0,1,0,,
5,5,15,0,0,0,1,0,0,2,脛骨割傷,脛骨割傷,1,3,0,0,0,0,1,0,,
5,15,15,0,1,0,0,0,0,1,輕微的肩膀炎症,肩膀炎症,5,9,0,1,0,0,0,2,,
3,15,15,0,1,0,1,0,0,1,輕微的肩膀拉傷,輕微的肩膀拉傷,5,9,0,1,0,0,0,2,,
5,60,15,0,1,0,1,0,0,1,肩膀腱炎,肩膀腱炎,4,9,0,0,0,0,0,2,,
1,3,15,0,0,0,0,0,1,4,鼻竇感染,鼻竇感染,2,11,0,0,0,1,1,1,,
3,5,15,0,0,0,0,0,1,4,鼻竇炎,鼻竇炎,2,11,0,0,0,1,1,1,,
3,65,15,0,1,0,0,0,0,1,肩膀酸痛,肩膀酸痛,5,9,0,1,0,0,0,2,,
7,44,15,0,1,0,1,0,0,1,肘部扭傷,肘部扭傷,4,8,0,1,0,0,0,2,,
7,20,15,0,0,0,1,0,0,1,手指扭傷,手指扭傷,4,7,0,1,0,0,0,2,,
3,60,15,0,0,1,1,0,0,2,膝蓋扭傷,膝蓋扭傷,3,2,1,1,0,0,2,0,,
5,55,15,0,0,1,1,0,0,1,拇指扭傷,拇指扭傷,2,7,0,1,0,1,0,1,,
2,7,15,0,0,0,0,0,1,3,胃病毒,胃病毒,3,5,0,0,0,1,1,1,,
26,30,15,0,0,0,0,0,1,3,上呼吸道感染,上呼吸道感染,1,10,0,0,0,0,2,0,,
2,9,15,0,0,0,0,0,1,4,病毒感染,病毒感染,3,10,0,0,0,1,1,1,,
3,10,15,0,0,0,0,0,1,4,病毒,病毒,3,10,0,0,0,1,1,1,,
5,20,15,0,0,0,1,0,0,1,手腕腱炎,手腕腱炎,3,7,1,1,0,0,0,2,,
14,51,25,0,1,0,0,0,0,1,肱二頭肌拉傷,肱二頭肌拉傷,3,10,0,1,0,0,0,2,,
1,12,15,0,0,0,1,1,0,1,肘部瘀傷,肘部瘀傷,2,8,0,0,0,0,0,1,,
1,10,15,0,0,1,1,1,0,1,手腕瘀傷,手腕瘀傷,2,7,0,0,0,1,0,0,,
2,5,15,0,0,0,0,0,1,4,結膜炎,結膜炎,1,0,0,0,0,2,0,0,,
1,5,15,0,0,1,0,0,0,4,眼部刺激,眼部刺激,1,11,0,0,0,2,0,0,,
3,10,15,0,1,1,1,0,0,1,手部酸痛,手部酸痛,2,7,0,1,0,0,0,1,,
2,18,15,0,0,1,0,0,0,2,髖屈肌拉傷,髖屈肌拉傷,3,4,1,1,0,0,2,0,,
2,7,15,0,0,1,0,0,0,2,髖部酸痛,髖部酸痛,2,3,0,1,0,0,2,0,,
1,3,15,0,0,0,0,0,1,4,偏頭痛,偏頭痛,1,11,0,1,0,1,1,1,,
3,8,15,0,0,1,0,0,0,2,輕微的腹股溝拉傷,輕微的腹股溝拉傷,4,3,0,1,0,0,2,0,,
1,15,15,0,1,1,1,0,0,2,輕微的腿筋拉傷,輕微的腿筋拉傷,5,3,0,1,0,0,2,0,,
3,15,15,0,0,1,0,0,0,2,輕微的髖部拉傷,髖部肌肉拉傷,4,3,0,1,0,0,2,0,,
1,7,15,0,1,1,1,0,0,3,輕微的斜肌拉傷,斜肌拉傷,5,5,0,1,0,1,1,1,,
22,30,15,0,1,0,0,0,0,1,肱二頭肌腱拉傷,肱二頭肌腱拉傷,2,10,0,1,0,0,0,2,,
18,21,15,0,1,0,0,0,0,1,肱三頭肌腱拉傷,肱三頭肌腱拉傷,2,10,0,1,0,0,0,2,,
14,45,15,0,1,0,0,0,0,1,肱三頭肌拉傷,肱三頭肌拉傷,3,10,0,1,0,0,0,2,,
7,11,15,0,1,0,0,0,0,1,肘部壓痛,肘部壓痛,3,8,0,1,0,0,0,2,,
3,5,15,0,1,0,0,0,0,1,指甲撕裂,指甲撕裂,2,7,0,0,0,0,0,2,,
90,150,0,0,1,1,1,0,0,2,半月板撕裂（膝蓋）,半月板撕裂,3,3,1,0,1,1,2,1,,
2,2,15,0,0,0,1,0,0,3,頸椎扭傷,頸椎扭傷,1,6,0,0,0,1,0,2,,
3,5,20,0,0,0,0,0,1,4,噁心,噁心,1,10,0,0,0,1,1,1,,
5,8,20,0,0,0,1,0,0,3,頸部痙攣,頸部痙攣,2,6,0,1,0,1,0,1,,
5,20,20,0,1,0,0,0,0,1,手臂疲倦,手臂疲倦,4,10,0,0,0,0,0,3,,
1,10,20,0,1,1,1,0,0,3,背部痙攣,背部痙攣,4,6,2,1,0,1,2,0,,
1,15,20,0,1,1,1,0,0,3,背部僵硬,背部僵硬,4,6,1,1,0,1,2,0,,
1,8,20,0,0,1,1,1,0,1,手部瘀傷,手部瘀傷,1,7,0,0,0,0,0,2,,
3,3,20,0,0,0,1,1,0,2,髖部瘀傷,髖部瘀傷,3,4,1,0,0,0,2,0,,
1,3,20,0,0,0,1,1,0,4,下顎瘀傷,下顎瘀傷,1,11,0,0,0,1,1,1,,
1,10,20,0,0,1,1,1,0,2,膝蓋瘀傷,膝蓋瘀傷,4,2,0,0,0,0,2,0,,
3,5,20,0,0,1,1,1,0,2,脛骨瘀傷,脛骨瘀傷,3,3,0,0,0,0,2,0,,
1,8,20,0,0,0,0,0,1,4,類流感症狀,類流感症狀,5,10,0,0,0,1,1,1,,
2,7,20,0,0,1,1,0,0,2,足部酸痛,足部酸痛,2,1,0,1,0,0,2,0,,
3,5,20,0,1,0,0,0,0,1,前臂抽筋,前臂抽筋,2,10,0,1,0,0,0,2,,
1,7,20,0,0,1,0,0,0,2,腹股溝酸痛,腹股溝酸痛,4,3,0,1,0,1,1,1,,
2,4,20,0,0,1,0,0,0,2,腿筋痙攣,腿筋痙攣,3,3,0,1,0,0,2,0,,
6,12,20,0,0,0,1,0,0,1,肘部過度伸展,肘部過度伸展,2,8,1,1,0,0,0,2,,
1,7,20,0,1,1,0,0,0,3,輕微的腹部拉傷,輕微的腹部拉傷,4,5,1,1,0,1,1,1,,
6,10,20,0,0,1,0,0,0,2,跟腱酸痛,跟腱酸痛,1,2,1,1,0,0,2,0,,
